inAccount,outAccount,amount,description,date,type
NL97BEEH0010000370,NL13GELD4842992565,985.94,jajajaj,11-11-10-10-2018,Online bankieren
NL70BEEH0010000371,NL77GELD1142882375,627.24,jajajaj,23-53-27-06-2019,Online bankieren
NL70BEEH0010000371,NL75GELD3175762142,358.9,jajajaj,09-48-25-12-2018,Online bankieren
NL70BEEH0010000371,NL69GELD8971642424,990.99,jajajaj,06-29-13-09-2019,Online bankieren
NL70BEEH0010000371,NL61GELD7455324794,73.68,jajajaj,10-09-20-08-2018,Online bankieren
NL70BEEH0010000371,NL56GELD4676822837,498.03,jajajaj,13-45-19-01-2018,Online bankieren
NL70BEEH0010000371,NL95GELD6279133125,218.18,jajajaj,02-50-23-04-2018,Online bankieren
NL70BEEH0010000371,NL67GELD2809687681,797.13,jajajaj,21-59-22-08-2018,Online bankieren
NL70BEEH0010000371,NL76GELD7252785614,971.72,jajajaj,21-58-13-06-2019,Online bankieren
NL70BEEH0010000371,NL35GELD0485561952,95.2,jajajaj,11-29-19-08-2018,Online bankieren
NL70BEEH0010000371,NL95GELD6279133125,970.28,jajajaj,14-59-21-06-2019,Online bankieren
NL70BEEH0010000371,NL45GELD2953919317,50.91,jajajaj,05-47-19-02-2019,Online bankieren
NL70BEEH0010000371,NL61GELD7455324794,62.01,jajajaj,18-00-17-09-2018,Online bankieren
NL70BEEH0010000371,NL45GELD2953919317,874.04,jajajaj,01-42-05-04-2018,Online bankieren
NL70BEEH0010000371,NL56GELD4676822837,313.85,jajajaj,00-37-25-04-2018,Online bankieren
NL70BEEH0010000371,NL92GELD8037356925,558.43,jajajaj,08-51-02-08-2019,Online bankieren
NL70BEEH0010000371,NL76GELD7252785614,450.62,jajajaj,01-46-07-04-2018,Online bankieren
NL70BEEH0010000371,NL62GELD6375239767,579.21,jajajaj,11-37-20-03-2018,Online bankieren
NL70BEEH0010000371,NL77GELD8158598659,964.04,jajajaj,04-52-13-06-2019,Online bankieren
NL70BEEH0010000371,NL35GELD0485561952,160.02,jajajaj,17-46-22-04-2019,Online bankieren
NL70BEEH0010000371,NL92GELD8037356925,723.07,jajajaj,07-53-05-02-2019,Online bankieren
NL70BEEH0010000371,NL61GELD7455324794,742.63,jajajaj,21-27-26-12-2018,Online bankieren
NL70BEEH0010000371,NL67GELD2809687681,168.25,jajajaj,14-46-01-08-2019,Online bankieren
NL70BEEH0010000371,NL35GELD0485561952,577.88,jajajaj,10-59-13-09-2019,Online bankieren
NL70BEEH0010000371,NL55GELD3859628216,166.86,jajajaj,22-00-26-09-2018,Online bankieren
NL43BEEH0010000372,NL77GELD8158598659,112.3,jajajaj,02-56-02-09-2018,Online bankieren
NL43BEEH0010000372,NL77GELD1142882375,626.15,jajajaj,06-24-06-05-2019,Online bankieren
NL43BEEH0010000372,NL35GELD9966193251,710.48,jajajaj,17-53-20-02-2018,Online bankieren
NL43BEEH0010000372,NL35GELD0485561952,392.62,jajajaj,11-39-24-04-2018,Online bankieren
NL43BEEH0010000372,NL77GELD1142882375,415.06,jajajaj,07-02-13-09-2019,Online bankieren
NL43BEEH0010000372,NL35GELD0485561952,251.97,jajajaj,08-35-13-09-2019,Online bankieren
NL43BEEH0010000372,NL69GELD8971642424,167.8,jajajaj,21-51-13-09-2019,Online bankieren
NL43BEEH0010000372,NL61GELD7455324794,616.6,jajajaj,15-24-02-12-2018,Online bankieren
NL43BEEH0010000372,NL69GELD8971642424,385.66,jajajaj,04-06-19-02-2018,Online bankieren
NL43BEEH0010000372,NL69GELD8971642424,215.24,jajajaj,00-40-07-08-2018,Online bankieren
NL43BEEH0010000372,NL62GELD6375239767,307.17,jajajaj,19-18-01-08-2018,Online bankieren
NL43BEEH0010000372,NL13GELD4842992565,923.38,jajajaj,11-18-05-04-2019,Online bankieren
NL43BEEH0010000372,NL45GELD2953919317,205.38,jajajaj,11-27-07-03-2018,Online bankieren
NL43BEEH0010000372,NL67GELD2809687681,136.86,jajajaj,14-07-25-06-2019,Online bankieren
NL43BEEH0010000372,NL77GELD0692885116,597.47,jajajaj,01-31-08-09-2018,Online bankieren
NL43BEEH0010000372,NL76GELD1811996735,445.72,jajajaj,22-13-13-09-2019,Online bankieren
NL43BEEH0010000372,NL35GELD9966193251,453.35,jajajaj,06-33-15-08-2018,Online bankieren
NL43BEEH0010000372,NL92GELD8037356925,656.33,jajajaj,11-03-25-10-2018,Online bankieren
NL16BEEH0010000373,NL92GELD8037356925,276.26,jajajaj,01-55-06-05-2019,Online bankieren
NL16BEEH0010000373,NL55GELD3859628216,598.37,jajajaj,11-28-07-06-2019,Online bankieren
NL16BEEH0010000373,NL13GELD4842992565,304.42,jajajaj,13-07-17-02-2018,Online bankieren
NL16BEEH0010000373,NL05GELD9994551159,737.52,jajajaj,06-52-07-02-2018,Online bankieren
NL16BEEH0010000373,NL76GELD7252785614,603.59,jajajaj,20-47-28-06-2018,Online bankieren
NL16BEEH0010000373,NL61GELD7455324794,246.71,jajajaj,12-26-22-01-2018,Online bankieren
NL16BEEH0010000373,NL76GELD1811996735,641.61,jajajaj,21-14-24-07-2019,Online bankieren
NL16BEEH0010000373,NL75GELD3175762142,102.84,jajajaj,14-13-01-08-2018,Online bankieren
NL16BEEH0010000373,NL04GELD4811557161,246.3,jajajaj,13-17-06-05-2018,Online bankieren
NL16BEEH0010000373,NL77GELD0692885116,911.89,jajajaj,02-49-24-02-2018,Online bankieren
NL16BEEH0010000373,NL04GELD4811557161,93.83,jajajaj,09-55-22-04-2019,Online bankieren
NL16BEEH0010000373,NL95GELD6279133125,462.65,jajajaj,07-03-02-05-2018,Online bankieren
NL16BEEH0010000373,NL95GELD6279133125,889.11,jajajaj,05-55-07-01-2018,Online bankieren
NL16BEEH0010000373,NL55GELD3859628216,288.27,jajajaj,21-57-19-04-2018,Online bankieren
NL16BEEH0010000373,NL67GELD2809687681,689.15,jajajaj,16-20-13-09-2019,Online bankieren
NL16BEEH0010000373,NL77GELD1142882375,162.7,jajajaj,13-35-07-03-2019,Online bankieren
NL16BEEH0010000373,NL67GELD2809687681,119.6,jajajaj,02-23-21-06-2019,Online bankieren
NL16BEEH0010000373,NL75GELD3175762142,125.74,jajajaj,13-08-24-06-2018,Online bankieren
NL16BEEH0010000373,NL55GELD3859628216,49.49,jajajaj,20-07-23-02-2018,Online bankieren
NL16BEEH0010000373,NL77GELD1142882375,564.64,jajajaj,15-44-12-01-2018,Online bankieren
NL16BEEH0010000373,NL75GELD3175762142,984.78,jajajaj,23-08-22-04-2018,Online bankieren
NL16BEEH0010000373,NL75GELD3175762142,844.3,jajajaj,12-20-18-09-2018,Online bankieren
NL16BEEH0010000373,NL67GELD2809687681,873.18,jajajaj,01-22-11-07-2018,Online bankieren
NL16BEEH0010000373,NL77GELD8158598659,278.69,jajajaj,22-49-28-10-2018,Online bankieren
NL16BEEH0010000373,NL69GELD8971642424,481.3,jajajaj,15-17-09-01-2019,Online bankieren
NL16BEEH0010000373,NL13GELD4842992565,173.11,jajajaj,16-29-24-05-2019,Online bankieren
NL16BEEH0010000373,NL13GELD4842992565,112.7,jajajaj,12-18-02-02-2019,Online bankieren
NL16BEEH0010000373,NL05GELD9994551159,922.11,jajajaj,07-48-23-01-2018,Online bankieren
NL86BEEH0010000374,NL77GELD8158598659,427.84,jajajaj,06-06-18-06-2018,Online bankieren
NL86BEEH0010000374,NL61GELD7455324794,524.94,jajajaj,14-47-18-10-2018,Online bankieren
NL86BEEH0010000374,NL62GELD6375239767,119.03,jajajaj,10-07-16-01-2018,Online bankieren
NL86BEEH0010000374,NL76GELD1811996735,229.84,jajajaj,21-32-13-09-2019,Online bankieren
NL86BEEH0010000374,NL35GELD0485561952,669.22,jajajaj,18-52-01-05-2018,Online bankieren
NL86BEEH0010000374,NL61GELD7455324794,455.72,jajajaj,19-54-05-07-2018,Online bankieren
NL86BEEH0010000374,NL77GELD8158598659,338.6,jajajaj,04-35-13-09-2019,Online bankieren
NL86BEEH0010000374,NL77GELD1142882375,9.65,jajajaj,14-17-02-05-2018,Online bankieren
NL86BEEH0010000374,NL77GELD8158598659,959.92,jajajaj,03-53-09-04-2019,Online bankieren
NL86BEEH0010000374,NL61GELD7455324794,42.76,jajajaj,21-26-10-06-2018,Online bankieren
NL86BEEH0010000374,NL35GELD9966193251,788.24,jajajaj,11-54-13-09-2019,Online bankieren
NL86BEEH0010000374,NL76GELD7252785614,710.32,jajajaj,16-18-06-10-2018,Online bankieren
NL86BEEH0010000374,NL76GELD7252785614,964.01,jajajaj,22-42-06-04-2019,Online bankieren
NL86BEEH0010000374,NL67GELD2809687681,161.71,jajajaj,00-36-27-05-2019,Online bankieren
NL86BEEH0010000374,NL76GELD7252785614,341.8,jajajaj,04-54-09-04-2018,Online bankieren
NL86BEEH0010000374,NL05GELD9994551159,418.12,jajajaj,08-58-22-12-2018,Online bankieren
NL86BEEH0010000374,NL13GELD4842992565,148.43,jajajaj,22-03-08-12-2018,Online bankieren
NL86BEEH0010000374,NL04GELD4811557161,874.77,jajajaj,19-05-28-04-2018,Online bankieren
NL86BEEH0010000374,NL61GELD7455324794,561.02,jajajaj,09-18-12-02-2018,Online bankieren
NL86BEEH0010000374,NL04GELD4811557161,243.6,jajajaj,06-59-10-07-2018,Online bankieren
NL86BEEH0010000374,NL76GELD7252785614,215.02,jajajaj,05-55-13-09-2019,Online bankieren
NL86BEEH0010000374,NL75GELD3175762142,684.16,jajajaj,00-20-13-09-2019,Online bankieren
NL86BEEH0010000374,NL67GELD2809687681,461.27,jajajaj,16-41-13-02-2018,Online bankieren
NL86BEEH0010000374,NL61GELD7455324794,31.93,jajajaj,16-08-07-10-2018,Online bankieren
NL86BEEH0010000374,NL77GELD8158598659,353.17,jajajaj,03-38-24-04-2019,Online bankieren
NL86BEEH0010000374,NL62GELD6375239767,569.63,jajajaj,16-32-22-04-2018,Online bankieren
NL86BEEH0010000374,NL75GELD3175762142,902.74,jajajaj,09-17-09-02-2018,Online bankieren
NL59BEEH0010000375,NL04GELD4811557161,254.56,jajajaj,01-53-14-06-2018,Online bankieren
NL59BEEH0010000375,NL92GELD8037356925,642.85,jajajaj,09-03-24-09-2018,Online bankieren
NL59BEEH0010000375,NL77GELD8158598659,426.55,jajajaj,17-03-22-04-2018,Online bankieren
NL59BEEH0010000375,NL62GELD6375239767,796.3,jajajaj,13-36-24-04-2018,Online bankieren
NL59BEEH0010000375,NL95GELD6279133125,360.45,jajajaj,14-16-24-03-2019,Online bankieren
NL59BEEH0010000375,NL75GELD3175762142,405.82,jajajaj,18-07-28-08-2019,Online bankieren
NL59BEEH0010000375,NL77GELD8158598659,583.49,jajajaj,22-26-28-08-2018,Online bankieren
NL59BEEH0010000375,NL67GELD2809687681,794.8,jajajaj,05-14-13-09-2019,Online bankieren
NL59BEEH0010000375,NL45GELD2953919317,181.47,jajajaj,16-25-20-08-2019,Online bankieren
NL59BEEH0010000375,NL76GELD7252785614,582.02,jajajaj,03-53-02-08-2018,Online bankieren
NL59BEEH0010000375,NL77GELD0692885116,191.12,jajajaj,23-44-22-01-2018,Online bankieren
NL59BEEH0010000375,NL77GELD8158598659,869.0,jajajaj,02-23-19-05-2019,Online bankieren
NL59BEEH0010000375,NL05GELD9994551159,890.39,jajajaj,20-15-02-11-2018,Online bankieren
NL59BEEH0010000375,NL62GELD6375239767,101.35,jajajaj,18-01-23-04-2018,Online bankieren
NL59BEEH0010000375,NL77GELD0692885116,888.82,jajajaj,17-23-05-08-2019,Online bankieren
NL59BEEH0010000375,NL05GELD9994551159,642.23,jajajaj,19-28-05-12-2018,Online bankieren
NL59BEEH0010000375,NL69GELD8971642424,189.27,jajajaj,18-37-28-02-2018,Online bankieren
NL59BEEH0010000375,NL67GELD2809687681,203.68,jajajaj,05-06-04-04-2019,Online bankieren
NL59BEEH0010000375,NL55GELD3859628216,497.95,jajajaj,16-47-21-03-2018,Online bankieren
NL59BEEH0010000375,NL95GELD6279133125,981.75,jajajaj,18-20-26-06-2018,Online bankieren
NL32BEEH0010000376,NL76GELD1811996735,557.58,jajajaj,01-09-10-07-2019,Online bankieren
NL32BEEH0010000376,NL56GELD4676822837,924.56,jajajaj,09-37-13-09-2019,Online bankieren
NL32BEEH0010000376,NL62GELD6375239767,156.26,jajajaj,06-33-25-10-2018,Online bankieren
NL32BEEH0010000376,NL77GELD1142882375,120.37,jajajaj,15-37-27-03-2018,Online bankieren
NL32BEEH0010000376,NL77GELD8158598659,121.82,jajajaj,10-45-26-07-2019,Online bankieren
NL32BEEH0010000376,NL69GELD8971642424,64.02,jajajaj,00-15-22-10-2018,Online bankieren
NL32BEEH0010000376,NL77GELD8158598659,576.51,jajajaj,13-44-16-08-2018,Online bankieren
NL32BEEH0010000376,NL05GELD9994551159,155.47,jajajaj,07-12-14-01-2018,Online bankieren
NL32BEEH0010000376,NL45GELD2953919317,760.06,jajajaj,11-42-13-09-2019,Online bankieren
NL32BEEH0010000376,NL77GELD8158598659,791.68,jajajaj,03-12-08-08-2018,Online bankieren
NL32BEEH0010000376,NL76GELD7252785614,65.81,jajajaj,17-14-10-08-2018,Online bankieren
NL32BEEH0010000376,NL77GELD0692885116,556.2,jajajaj,00-03-05-09-2018,Online bankieren
NL32BEEH0010000376,NL45GELD2953919317,525.1,jajajaj,17-44-13-09-2019,Online bankieren
NL32BEEH0010000376,NL67GELD2809687681,771.87,jajajaj,04-13-13-09-2019,Online bankieren
NL32BEEH0010000376,NL67GELD2809687681,852.65,jajajaj,18-26-10-09-2018,Online bankieren
NL32BEEH0010000376,NL95GELD6279133125,140.36,jajajaj,19-27-13-09-2019,Online bankieren
NL32BEEH0010000376,NL77GELD1142882375,150.46,jajajaj,23-17-22-03-2019,Online bankieren
NL32BEEH0010000376,NL92GELD8037356925,527.64,jajajaj,22-47-13-09-2019,Online bankieren
NL32BEEH0010000376,NL77GELD8158598659,414.58,jajajaj,11-05-28-02-2018,Online bankieren
NL32BEEH0010000376,NL35GELD0485561952,133.1,jajajaj,09-33-17-03-2018,Online bankieren
NL32BEEH0010000376,NL45GELD2953919317,75.35,jajajaj,04-20-03-05-2019,Online bankieren
NL32BEEH0010000376,NL77GELD1142882375,414.37,jajajaj,07-44-06-07-2018,Online bankieren
NL05BEEH0010000377,NL76GELD7252785614,363.07,jajajaj,16-59-13-09-2019,Online bankieren
NL05BEEH0010000377,NL92GELD8037356925,286.18,jajajaj,12-41-07-07-2019,Online bankieren
NL05BEEH0010000377,NL76GELD7252785614,465.94,jajajaj,03-05-16-05-2019,Online bankieren
NL05BEEH0010000377,NL56GELD4676822837,568.69,jajajaj,01-49-11-07-2019,Online bankieren
NL05BEEH0010000377,NL35GELD0485561952,274.58,jajajaj,00-20-25-09-2018,Online bankieren
NL05BEEH0010000377,NL76GELD7252785614,491.11,jajajaj,09-00-27-10-2018,Online bankieren
NL05BEEH0010000377,NL77GELD0692885116,366.53,jajajaj,19-21-14-04-2019,Online bankieren
NL05BEEH0010000377,NL95GELD6279133125,539.91,jajajaj,19-40-07-07-2019,Online bankieren
NL05BEEH0010000377,NL75GELD3175762142,433.76,jajajaj,21-20-06-05-2018,Online bankieren
NL05BEEH0010000377,NL61GELD7455324794,500.04,jajajaj,23-58-16-04-2019,Online bankieren
NL05BEEH0010000377,NL62GELD6375239767,500.51,jajajaj,17-35-20-09-2018,Online bankieren
NL05BEEH0010000377,NL77GELD8158598659,531.24,jajajaj,21-39-01-08-2019,Online bankieren
NL05BEEH0010000377,NL92GELD8037356925,406.65,jajajaj,14-28-28-03-2019,Online bankieren
NL05BEEH0010000377,NL67GELD2809687681,484.39,jajajaj,14-54-05-08-2019,Online bankieren
NL05BEEH0010000377,NL45GELD2953919317,564.55,jajajaj,14-31-13-09-2019,Online bankieren
NL05BEEH0010000377,NL04GELD4811557161,416.26,jajajaj,09-08-13-09-2019,Online bankieren
NL05BEEH0010000377,NL55GELD3859628216,649.7,jajajaj,20-57-24-06-2018,Online bankieren
NL05BEEH0010000377,NL13GELD4842992565,593.22,jajajaj,19-49-07-06-2018,Online bankieren
NL05BEEH0010000377,NL56GELD4676822837,863.31,jajajaj,19-35-24-07-2018,Online bankieren
NL05BEEH0010000377,NL76GELD7252785614,576.86,jajajaj,08-34-26-11-2018,Online bankieren
NL05BEEH0010000377,NL95GELD6279133125,445.39,jajajaj,12-56-13-05-2018,Online bankieren
NL05BEEH0010000377,NL55GELD3859628216,930.14,jajajaj,10-27-27-09-2018,Online bankieren
NL05BEEH0010000377,NL35GELD9966193251,86.99,jajajaj,12-21-16-08-2018,Online bankieren
NL75BEEH0010000378,NL69GELD8971642424,331.11,jajajaj,16-44-05-08-2018,Online bankieren
NL75BEEH0010000378,NL77GELD1142882375,879.34,jajajaj,21-25-05-10-2018,Online bankieren
NL75BEEH0010000378,NL75GELD3175762142,780.16,jajajaj,06-09-13-09-2019,Online bankieren
NL75BEEH0010000378,NL69GELD8971642424,685.32,jajajaj,12-52-22-05-2018,Online bankieren
NL75BEEH0010000378,NL77GELD0692885116,112.42,jajajaj,11-04-18-05-2019,Online bankieren
NL75BEEH0010000378,NL95GELD6279133125,314.38,jajajaj,08-54-13-09-2019,Online bankieren
NL75BEEH0010000378,NL75GELD3175762142,881.27,jajajaj,02-37-13-09-2019,Online bankieren
NL75BEEH0010000378,NL76GELD7252785614,313.11,jajajaj,21-53-09-06-2018,Online bankieren
NL75BEEH0010000378,NL77GELD0692885116,369.13,jajajaj,09-21-08-05-2018,Online bankieren
NL75BEEH0010000378,NL69GELD8971642424,692.74,jajajaj,20-19-13-09-2019,Online bankieren
NL75BEEH0010000378,NL45GELD2953919317,237.02,jajajaj,06-07-03-08-2019,Online bankieren
NL75BEEH0010000378,NL05GELD9994551159,860.94,jajajaj,17-31-23-10-2018,Online bankieren
NL75BEEH0010000378,NL76GELD7252785614,61.5,jajajaj,16-33-17-05-2018,Online bankieren
NL75BEEH0010000378,NL76GELD7252785614,596.28,jajajaj,04-53-05-08-2018,Online bankieren
NL75BEEH0010000378,NL77GELD1142882375,27.26,jajajaj,01-14-10-07-2018,Online bankieren
NL75BEEH0010000378,NL35GELD0485561952,649.79,jajajaj,06-07-25-01-2018,Online bankieren
NL75BEEH0010000378,NL55GELD3859628216,422.65,jajajaj,19-56-13-09-2019,Online bankieren
NL75BEEH0010000378,NL05GELD9994551159,255.76,jajajaj,19-59-13-09-2019,Online bankieren
NL75BEEH0010000378,NL05GELD9994551159,585.02,jajajaj,06-09-26-10-2018,Online bankieren
NL75BEEH0010000378,NL13GELD4842992565,179.66,jajajaj,10-12-13-09-2019,Online bankieren
NL75BEEH0010000378,NL61GELD7455324794,143.17,jajajaj,09-41-14-05-2019,Online bankieren
NL75BEEH0010000378,NL77GELD0692885116,339.94,jajajaj,10-52-14-12-2018,Online bankieren
NL75BEEH0010000378,NL69GELD8971642424,248.51,jajajaj,19-34-24-03-2018,Online bankieren
NL75BEEH0010000378,NL77GELD8158598659,766.56,jajajaj,20-38-24-01-2019,Online bankieren
NL75BEEH0010000378,NL75GELD3175762142,843.37,jajajaj,21-43-04-05-2019,Online bankieren
NL75BEEH0010000378,NL77GELD0692885116,79.98,jajajaj,04-47-20-07-2018,Online bankieren
NL48BEEH0010000379,NL75GELD3175762142,812.6,jajajaj,19-34-18-01-2019,Online bankieren
NL48BEEH0010000379,NL75GELD3175762142,106.97,jajajaj,02-20-13-09-2019,Online bankieren
NL48BEEH0010000379,NL35GELD0485561952,887.24,jajajaj,04-53-25-06-2019,Online bankieren
NL48BEEH0010000379,NL76GELD1811996735,438.35,jajajaj,13-00-05-09-2018,Online bankieren
NL48BEEH0010000379,NL69GELD8971642424,386.6,jajajaj,09-51-27-01-2019,Online bankieren
NL48BEEH0010000379,NL67GELD2809687681,552.65,jajajaj,05-37-20-05-2019,Online bankieren
NL48BEEH0010000379,NL77GELD1142882375,126.89,jajajaj,19-15-13-09-2019,Online bankieren
NL48BEEH0010000379,NL35GELD9966193251,80.45,jajajaj,23-51-06-02-2019,Online bankieren
NL48BEEH0010000379,NL56GELD4676822837,281.8,jajajaj,19-06-22-06-2019,Online bankieren
NL48BEEH0010000379,NL56GELD4676822837,521.52,jajajaj,08-03-11-09-2018,Online bankieren
NL48BEEH0010000379,NL35GELD9966193251,962.98,jajajaj,00-08-08-04-2018,Online bankieren
NL48BEEH0010000379,NL55GELD3859628216,351.91,jajajaj,07-57-13-06-2018,Online bankieren
NL48BEEH0010000379,NL45GELD2953919317,719.56,jajajaj,03-50-12-06-2018,Online bankieren
NL48BEEH0010000379,NL55GELD3859628216,712.1,jajajaj,03-35-16-04-2018,Online bankieren
NL48BEEH0010000379,NL56GELD4676822837,840.43,jajajaj,04-49-28-01-2018,Online bankieren
NL48BEEH0010000379,NL77GELD0692885116,12.65,jajajaj,06-21-03-10-2018,Online bankieren
NL48BEEH0010000379,NL35GELD9966193251,945.35,jajajaj,11-16-13-09-2019,Online bankieren
NL48BEEH0010000379,NL77GELD1142882375,420.33,jajajaj,15-17-13-09-2019,Online bankieren
NL48BEEH0010000379,NL56GELD4676822837,515.1,jajajaj,03-46-13-09-2019,Online bankieren
NL48BEEH0010000379,NL13GELD4842992565,89.11,jajajaj,09-05-14-01-2019,Online bankieren
NL48BEEH0010000379,NL13GELD4842992565,260.34,jajajaj,03-57-08-02-2018,Online bankieren
NL48BEEH0010000379,NL45GELD2953919317,736.88,jajajaj,04-34-13-07-2018,Online bankieren
NL48BEEH0010000379,NL35GELD9966193251,675.32,jajajaj,17-59-02-01-2019,Online bankieren
NL48BEEH0010000379,NL62GELD6375239767,402.45,jajajaj,09-05-21-10-2018,Online bankieren
NL48BEEH0010000379,NL77GELD0692885116,813.95,jajajaj,21-57-05-10-2018,Online bankieren
NL48BEEH0010000379,NL55GELD3859628216,457.74,jajajaj,18-05-07-12-2018,Online bankieren
NL48BEEH0010000379,NL76GELD1811996735,48.63,jajajaj,21-20-13-09-2019,Online bankieren
NL48BEEH0010000379,NL35GELD9966193251,506.77,jajajaj,22-48-13-09-2019,Online bankieren
NL48BEEH0010000379,NL56GELD4676822837,125.69,jajajaj,17-54-16-07-2018,Online bankieren
NL48BEEH0010000379,NL76GELD7252785614,354.41,jajajaj,07-48-22-01-2019,Online bankieren
NL21BEEH0010000380,NL95GELD6279133125,990.55,jajajaj,23-58-26-08-2019,Online bankieren
NL21BEEH0010000380,NL75GELD3175762142,5.71,jajajaj,08-18-22-04-2019,Online bankieren
NL21BEEH0010000380,NL67GELD2809687681,220.28,jajajaj,04-14-05-10-2018,Online bankieren
NL21BEEH0010000380,NL56GELD4676822837,530.67,jajajaj,01-09-25-01-2018,Online bankieren
NL21BEEH0010000380,NL76GELD7252785614,935.05,jajajaj,06-47-22-07-2018,Online bankieren
NL21BEEH0010000380,NL05GELD9994551159,11.28,jajajaj,15-55-22-07-2018,Online bankieren
NL21BEEH0010000380,NL77GELD0692885116,194.1,jajajaj,18-19-09-06-2018,Online bankieren
NL21BEEH0010000380,NL61GELD7455324794,774.96,jajajaj,06-42-06-01-2018,Online bankieren
NL21BEEH0010000380,NL77GELD1142882375,533.24,jajajaj,03-15-10-05-2019,Online bankieren
NL21BEEH0010000380,NL62GELD6375239767,994.24,jajajaj,05-26-20-06-2019,Online bankieren
NL21BEEH0010000380,NL77GELD0692885116,987.57,jajajaj,10-20-16-09-2018,Online bankieren
NL21BEEH0010000380,NL67GELD2809687681,275.78,jajajaj,08-31-20-08-2018,Online bankieren
NL21BEEH0010000380,NL35GELD0485561952,400.36,jajajaj,00-45-10-11-2018,Online bankieren
NL21BEEH0010000380,NL62GELD6375239767,186.33,jajajaj,23-24-13-09-2019,Online bankieren
NL21BEEH0010000380,NL62GELD6375239767,926.56,jajajaj,20-11-24-06-2019,Online bankieren
NL21BEEH0010000380,NL56GELD4676822837,450.39,jajajaj,13-35-13-09-2019,Online bankieren
NL21BEEH0010000380,NL92GELD8037356925,46.13,jajajaj,16-14-06-09-2018,Online bankieren
NL91BEEH0010000381,NL75GELD3175762142,265.76,jajajaj,07-17-11-06-2019,Online bankieren
NL91BEEH0010000381,NL56GELD4676822837,384.17,jajajaj,15-19-01-06-2019,Online bankieren
NL91BEEH0010000381,NL13GELD4842992565,338.77,jajajaj,18-07-02-07-2018,Online bankieren
NL91BEEH0010000381,NL67GELD2809687681,873.55,jajajaj,03-36-18-08-2018,Online bankieren
NL91BEEH0010000381,NL05GELD9994551159,948.75,jajajaj,11-32-23-02-2018,Online bankieren
NL91BEEH0010000381,NL56GELD4676822837,712.1,jajajaj,04-21-06-07-2018,Online bankieren
NL91BEEH0010000381,NL62GELD6375239767,765.87,jajajaj,20-37-17-04-2019,Online bankieren
NL91BEEH0010000381,NL61GELD7455324794,1000.44,jajajaj,09-20-22-07-2018,Online bankieren
NL91BEEH0010000381,NL13GELD4842992565,429.72,jajajaj,14-23-09-08-2018,Online bankieren
NL91BEEH0010000381,NL92GELD8037356925,94.78,jajajaj,21-52-06-05-2019,Online bankieren
NL91BEEH0010000381,NL76GELD7252785614,556.97,jajajaj,11-47-17-01-2018,Online bankieren
NL91BEEH0010000381,NL13GELD4842992565,70.71,jajajaj,10-46-13-09-2019,Online bankieren
NL91BEEH0010000381,NL62GELD6375239767,839.45,jajajaj,09-18-27-05-2019,Online bankieren
NL91BEEH0010000381,NL76GELD7252785614,822.53,jajajaj,08-18-24-11-2018,Online bankieren
NL91BEEH0010000381,NL75GELD3175762142,965.55,jajajaj,08-12-03-01-2018,Online bankieren
NL91BEEH0010000381,NL04GELD4811557161,943.33,jajajaj,18-13-24-10-2018,Online bankieren
NL91BEEH0010000381,NL95GELD6279133125,398.79,jajajaj,04-33-13-09-2019,Online bankieren
NL91BEEH0010000381,NL61GELD7455324794,124.54,jajajaj,22-18-21-07-2019,Online bankieren
NL91BEEH0010000381,NL76GELD1811996735,774.56,jajajaj,03-14-13-09-2019,Online bankieren
NL91BEEH0010000381,NL56GELD4676822837,392.94,jajajaj,19-32-13-09-2019,Online bankieren
NL91BEEH0010000381,NL56GELD4676822837,965.15,jajajaj,11-51-22-01-2018,Online bankieren
NL91BEEH0010000381,NL67GELD2809687681,16.26,jajajaj,15-30-17-07-2019,Online bankieren
NL91BEEH0010000381,NL77GELD1142882375,409.44,jajajaj,07-41-22-05-2019,Online bankieren
NL91BEEH0010000381,NL76GELD1811996735,77.71,jajajaj,14-40-13-09-2019,Online bankieren
NL91BEEH0010000381,NL95GELD6279133125,577.03,jajajaj,01-45-13-09-2019,Online bankieren
NL64BEEH0010000382,NL76GELD7252785614,988.52,jajajaj,23-38-11-08-2019,Online bankieren
NL64BEEH0010000382,NL55GELD3859628216,325.69,jajajaj,23-00-26-05-2018,Online bankieren
NL64BEEH0010000382,NL35GELD0485561952,712.21,jajajaj,22-32-06-06-2019,Online bankieren
NL64BEEH0010000382,NL92GELD8037356925,512.28,jajajaj,02-54-16-03-2018,Online bankieren
NL64BEEH0010000382,NL77GELD8158598659,96.2,jajajaj,01-33-13-09-2019,Online bankieren
NL64BEEH0010000382,NL45GELD2953919317,83.42,jajajaj,14-31-11-03-2018,Online bankieren
NL64BEEH0010000382,NL35GELD0485561952,593.31,jajajaj,08-54-14-06-2019,Online bankieren
NL64BEEH0010000382,NL77GELD0692885116,484.99,jajajaj,15-52-13-09-2019,Online bankieren
NL64BEEH0010000382,NL76GELD1811996735,53.69,jajajaj,21-14-15-09-2018,Online bankieren
NL64BEEH0010000382,NL76GELD7252785614,916.18,jajajaj,14-31-13-09-2019,Online bankieren
NL64BEEH0010000382,NL67GELD2809687681,199.94,jajajaj,16-46-20-09-2018,Online bankieren
NL64BEEH0010000382,NL77GELD1142882375,276.92,jajajaj,13-22-13-09-2019,Online bankieren
NL37BEEH0010000383,NL55GELD3859628216,648.17,jajajaj,07-55-13-09-2019,Online bankieren
